Statistic Label,Census Year,Sex,General Health,CSO Local Electoral Areas 2022,UNIT,VALUE
General Health of Population,2022,Both Sexes,Bad,"Tuam, Galway County",Number,494
General Health of Population,2022,Both Sexes,Bad,"Ballinasloe, Galway County",Number,431
General Health of Population,2022,Both Sexes,Bad,"Loughrea, Galway County",Number,304
General Health of Population,2022,Both Sexes,Bad,"Athenry-Oranmore, Galway County",Number,340
General Health of Population,2022,Both Sexes,Bad,"Gort-Kinvara, Galway County",Number,222
General Health of Population,2022,Both Sexes,Bad,"Conamara South, Galway County",Number,296
General Health of Population,2022,Both Sexes,Bad,"Galway City West, Galway City",Number,347
General Health of Population,2022,Both Sexes,Bad,"Galway City Central, Galway City",Number,442
General Health of Population,2022,Both Sexes,Bad,"Galway City East, Galway City",Number,422
General Health of Population,2022,Both Sexes,Bad,"Listowel, Kerry",Number,455
General Health of Population,2022,Both Sexes,Bad,"Castleisland, Kerry",Number,201
General Health of Population,2022,Both Sexes,Bad,"Killarney, Kerry",Number,350
General Health of Population,2022,Both Sexes,Bad,"Kenmare, Kerry",Number,332
General Health of Population,2022,Both Sexes,Bad,"Corca Dhuibhne, Kerry",Number,165
General Health of Population,2022,Both Sexes,Bad,"Tralee, Kerry",Number,617
General Health of Population,2022,Both Sexes,Bad,"Maynooth, Kildare",Number,320
General Health of Population,2022,Both Sexes,Bad,"Celbridge, Kildare",Number,222
General Health of Population,2022,Both Sexes,Bad,"Naas, Kildare",Number,483
General Health of Population,2022,Both Sexes,Bad,"Athy, Kildare",Number,479
General Health of Population,2022,Both Sexes,Bad,"Kildare, Kildare",Number,385
General Health of Population,2022,Both Sexes,Bad,"Clane, Kildare",Number,390
General Health of Population,2022,Both Sexes,Bad,"Leixlip, Kildare",Number,212
General Health of Population,2022,Both Sexes,Bad,"Newbridge, Kildare",Number,530
General Health of Population,2022,Both Sexes,Bad,"Castlecomer, Kilkenny",Number,321
General Health of Population,2022,Both Sexes,Bad,"Kilkenny, Kilkenny",Number,456
General Health of Population,2022,Both Sexes,Bad,"Piltown, Kilkenny",Number,247
General Health of Population,2022,Both Sexes,Bad,"Callan-Thomastown, Kilkenny",Number,320
General Health of Population,2022,Both Sexes,Bad,Ireland,Number,72556
General Health of Population,2022,Both Sexes,Very Bad,"Borris-In-Ossory-Mountmellick, Laois",Number,86
General Health of Population,2022,Both Sexes,Very Bad,"Portlaoise, Laois",Number,115
General Health of Population,2022,Both Sexes,Very Bad,"Graiguecullen -Portarlington, Laois",Number,89
General Health of Population,2022,Both Sexes,Very Bad,"Carlow, Carlow",Number,114
General Health of Population,2022,Both Sexes,Very Bad,"Tullow, Carlow",Number,66
General Health of Population,2022,Both Sexes,Very Bad,"Muinebeag, Carlow",Number,45
General Health of Population,2022,Both Sexes,Very Bad,"Manorhamilton, Leitrim",Number,26
General Health of Population,2022,Both Sexes,Very Bad,"Ballinamore, Leitrim",Number,21
General Health of Population,2022,Both Sexes,Very Bad,"Carrick-On-Shannon, Leitrim",Number,30
General Health of Population,2022,Both Sexes,Very Bad,"Newcastle West, Limerick",Number,78
General Health of Population,2022,Both Sexes,Very Bad,"Adare-Rathkeale, Limerick",Number,103
General Health of Population,2022,Both Sexes,Very Bad,"Cappamore-Kilmallock, Limerick",Number,128
General Health of Population,2022,Both Sexes,Very Bad,"Limerick City West, Limerick",Number,136
General Health of Population,2022,Both Sexes,Very Bad,"Limerick City North, Limerick",Number,175
General Health of Population,2022,Both Sexes,Very Bad,"Limerick City East, Limerick",Number,136
General Health of Population,2022,Both Sexes,Very Bad,"Granard, Longford",Number,39
General Health of Population,2022,Both Sexes,Very Bad,"Ballymahon, Longford",Number,61
General Health of Population,2022,Both Sexes,Very Bad,"Longford, Longford",Number,89
General Health of Population,2022,Both Sexes,Very Bad,"Dundalk-Carlingford, Louth",Number,104
General Health of Population,2022,Both Sexes,Very Bad,"Dundalk South, Louth",Number,139
General Health of Population,2022,Both Sexes,Very Bad,"Ardee, Louth",Number,83
General Health of Population,2022,Both Sexes,Very Bad,"Drogheda Rural, Louth",Number,58
General Health of Population,2022,Both Sexes,Very Bad,"Drogheda Urban, Louth",Number,124
General Health of Population,2022,Both Sexes,Very Bad,"Ballina, Mayo",Number,92
General Health of Population,2022,Both Sexes,Very Bad,"Claremorris, Mayo",Number,96
General Health of Population,2022,Both Sexes,Very Bad,"Castlebar, Mayo",Number,82
General Health of Population,2022,Both Sexes,Very Bad,"Belmullet, Mayo",Number,69
General Health of Population,2022,Both Sexes,Very Bad,"Westport, Mayo",Number,47
General Health of Population,2022,Both Sexes,Very Bad,"Swinford, Mayo",Number,73
General Health of Population,2022,Both Sexes,Very Bad,"Kells, Meath",Number,107
General Health of Population,2022,Both Sexes,Very Bad,"Laytown-Bettystown, Meath",Number,117
General Health of Population,2022,Both Sexes,Very Bad,"Ashbourne, Meath",Number,78
General Health of Population,2022,Both Sexes,Very Bad,"Ratoath, Meath",Number,65
General Health of Population,2022,Both Sexes,Very Bad,"Trim, Meath",Number,93
General Health of Population,2022,Both Sexes,Very Bad,"Navan, Meath",Number,147
General Health of Population,2022,Both Sexes,Very Bad,"Monaghan, Monaghan",Number,62
General Health of Population,2022,Both Sexes,Very Bad,"Carrickmacross-Castleblayney, Monaghan",Number,73
General Health of Population,2022,Both Sexes,Very Bad,"Ballybay-Clones, Monaghan",Number,51
General Health of Population,2022,Both Sexes,Very Bad,"Birr, Offaly",Number,108
General Health of Population,2022,Both Sexes,Very Bad,"Tullamore, Offaly",Number,106
General Health of Population,2022,Both Sexes,Very Bad,"Edenderry, Offaly",Number,91
General Health of Population,2022,Both Sexes,Very Bad,"Boyle, Roscommon",Number,103
General Health of Population,2022,Both Sexes,Very Bad,"Roscommon, Roscommon",Number,93
General Health of Population,2022,Both Sexes,Very Bad,"Athlone, Roscommon",Number,66
General Health of Population,2022,Both Sexes,Very Bad,"Ballymote-Tobercurry, Sligo",Number,85
General Health of Population,2022,Both Sexes,Very Bad,"Sligo-Drumcliff, Sligo",Number,51
General Health of Population,2022,Both Sexes,Very Bad,"Sligo-Strandhill, Sligo",Number,95
General Health of Population,2022,Both Sexes,Very Bad,"Cavan-Belturbet, Cavan",Number,109
General Health of Population,2022,Both Sexes,Very Bad,"Bailieborough-Cootehill, Cavan",Number,68
General Health of Population,2022,Both Sexes,Very Bad,"Ballyjamesduff, Cavan",Number,78
General Health of Population,2022,Both Sexes,Very Bad,"Nenagh, Tipperary",Number,87
General Health of Population,2022,Both Sexes,Very Bad,"Roscrea-Templemore, Tipperary",Number,66
General Health of Population,2022,Both Sexes,Very Bad,"Carrick-On-Suir, Tipperary",Number,116
General Health of Population,2022,Both Sexes,Very Bad,"Clonmel, Tipperary",Number,99
General Health of Population,2022,Both Sexes,Very Bad,"Cashel-Tipperary, Tipperary",Number,97
General Health of Population,2022,Both Sexes,Very Bad,"Newport, Tipperary",Number,64
General Health of Population,2022,Both Sexes,Very Bad,"Thurles, Tipperary",Number,73
General Health of Population,2022,Both Sexes,Very Bad,"Cahir, Tipperary",Number,50
General Health of Population,2022,Both Sexes,Very Bad,"Dungarvan, Waterford",Number,75
General Health of Population,2022,Both Sexes,Very Bad,"Portlaw-Kilmacthomas, Waterford",Number,46
General Health of Population,2022,Both Sexes,Very Bad,"Lismore, Waterford",Number,41
General Health of Population,2022,Both Sexes,Very Bad,"Tramore-Waterford City West, Waterford",Number,94
General Health of Population,2022,Both Sexes,Very Bad,"Waterford City South, Waterford",Number,111
General Health of Population,2022,Both Sexes,Very Bad,"Waterford City East, Waterford",Number,70
General Health of Population,2022,Both Sexes,Very Bad,"Athlone, Westmeath",Number,80
General Health of Population,2022,Both Sexes,Very Bad,"Moate, Westmeath",Number,61
General Health of Population,2022,Both Sexes,Very Bad,"Kinnegad, Westmeath",Number,67
General Health of Population,2022,Both Sexes,Very Bad,"Mullingar, Westmeath",Number,68
General Health of Population,2022,Both Sexes,Very Bad,"Gorey, Wexford",Number,110
General Health of Population,2022,Both Sexes,Very Bad,"Kilmuckridge, Wexford",Number,58
General Health of Population,2022,Both Sexes,Very Bad,"New Ross, Wexford",Number,88
General Health of Population,2022,Both Sexes,Very Bad,"Rosslare, Wexford",Number,74
General Health of Population,2022,Both Sexes,Very Bad,"Wexford, Wexford",Number,151
General Health of Population,2022,Both Sexes,Very Bad,"Enniscorthy, Wexford",Number,121
General Health of Population,2022,Both Sexes,Very Bad,"Baltinglass, Wicklow",Number,101
General Health of Population,2022,Both Sexes,Very Bad,"Bray West, Wicklow",Number,64
General Health of Population,2022,Both Sexes,Very Bad,"Greystones, Wicklow",Number,82
General Health of Population,2022,Both Sexes,Very Bad,"Wicklow, Wicklow",Number,100
General Health of Population,2022,Both Sexes,Very Bad,"Arklow, Wicklow",Number,102
General Health of Population,2022,Both Sexes,Very Bad,"Bray East, Wicklow",Number,78
General Health of Population,2022,Both Sexes,Very Bad,"Rush-Lusk, Fingal",Number,92
General Health of Population,2022,Both Sexes,Very Bad,"Swords, Fingal",Number,119
General Health of Population,2022,Both Sexes,Very Bad,"Blanchardstown-Mulhuddart, Fingal",Number,120
General Health of Population,2022,Both Sexes,Very Bad,"Castleknock, Fingal",Number,107
General Health of Population,2022,Both Sexes,Very Bad,"Howth-Malahide, Fingal",Number,150
General Health of Population,2022,Both Sexes,Very Bad,"Stillorgan, Dún Laoghaire-Rathdown",Number,67
General Health of Population,2022,Both Sexes,Very Bad,"Dundrum, Dún Laoghaire-Rathdown",Number,91
General Health of Population,2022,Both Sexes,Very Bad,"Glencullen-Sandyford, Dún Laoghaire-Rathdown",Number,94
General Health of Population,2022,Both Sexes,Very Bad,"Killiney-Shankill, Dún Laoghaire-Rathdown",Number,137
General Health of Population,2022,Both Sexes,Very Bad,"Dún Laoghaire, Dún Laoghaire-Rathdown",Number,149
General Health of Population,2022,Both Sexes,Very Bad,"Blackrock, Dún Laoghaire-Rathdown",Number,68
General Health of Population,2022,Both Sexes,Very Bad,"Lucan, South Dublin",Number,115
General Health of Population,2022,Both Sexes,Very Bad,"Tallaght Central, South Dublin",Number,161
General Health of Population,2022,Both Sexes,Very Bad,"Rathfarnham-Templeogue, South Dublin",Number,135
General Health of Population,2022,Both Sexes,Very Bad,"Firhouse-Bohernabreena, South Dublin",Number,86
General Health of Population,2022,Both Sexes,Very Bad,"Tallaght South, South Dublin",Number,183
General Health of Population,2022,Both Sexes,Very Bad,"Clondalkin, South Dublin",Number,198
General Health of Population,2022,Both Sexes,Very Bad,"Balbriggan, Fingal",Number,150
General Health of Population,2022,Both Sexes,Very Bad,"Ongar, Fingal",Number,94
General Health of Population,2022,Both Sexes,Very Bad,"Palmerstown-Fonthill, South Dublin",Number,120
General Health of Population,2022,Both Sexes,Very Bad,"Ballymun-Finglas, Dublin City",Number,321
General Health of Population,2022,Both Sexes,Very Bad,"Cabra-Glasnevin, Dublin City",Number,228
General Health of Population,2022,Both Sexes,Very Bad,"Ballyfermot-Drimnagh, Dublin City",Number,248
General Health of Population,2022,Both Sexes,Very Bad,"Kimmage-Rathmines, Dublin City",Number,215
General Health of Population,2022,Both Sexes,Very Bad,"Pembroke, Dublin City",Number,114
General Health of Population,2022,Both Sexes,Very Bad,"South East Inner City, Dublin City",Number,130
General Health of Population,2022,Both Sexes,Very Bad,"North Inner City, Dublin City",Number,257
General Health of Population,2022,Both Sexes,Very Bad,"Clontarf, Dublin City",Number,184
General Health of Population,2022,Both Sexes,Very Bad,"Donaghmede, Dublin City",Number,213
General Health of Population,2022,Both Sexes,Very Bad,"Artane-Whitehall, Dublin City",Number,246
General Health of Population,2022,Both Sexes,Very Bad,"South West Inner City, Dublin City",Number,150
General Health of Population,2022,Both Sexes,Very Bad,"Ennistimon, Clare",Number,60
General Health of Population,2022,Both Sexes,Very Bad,"Killaloe, Clare",Number,60
General Health of Population,2022,Both Sexes,Very Bad,"Shannon, Clare",Number,100
General Health of Population,2022,Both Sexes,Very Bad,"Ennis, Clare",Number,130
General Health of Population,2022,Both Sexes,Very Bad,"Kilrush, Clare",Number,74
General Health of Population,2022,Both Sexes,Very Bad,"Kanturk, Cork County",Number,87
General Health of Population,2022,Both Sexes,Very Bad,"Fermoy, Cork County",Number,117
General Health of Population,2022,Both Sexes,Very Bad,"Midleton, Cork County",Number,147
General Health of Population,2022,Both Sexes,Very Bad,"Carrigaline, Cork County",Number,88
General Health of Population,2022,Both Sexes,Very Bad,"Cobh, Cork County",Number,108
General Health of Population,2022,Both Sexes,Very Bad,"Bandon-Kinsale, Cork County",Number,86
General Health of Population,2022,Both Sexes,Very Bad,"Bantry-West Cork, Cork County",Number,94
General Health of Population,2022,Both Sexes,Very Bad,"Skibbereen-West Cork, Cork County",Number,108
General Health of Population,2022,Both Sexes,Very Bad,"Macroom, Cork County",Number,74
General Health of Population,2022,Both Sexes,Very Bad,"Mallow, Cork County",Number,73
General Health of Population,2022,Both Sexes,Very Bad,"Cork City North West, Cork City",Number,231
General Health of Population,2022,Both Sexes,Very Bad,"Cork City North East, Cork City",Number,156
General Health of Population,2022,Both Sexes,Very Bad,"Cork City South East, Cork City",Number,123
General Health of Population,2022,Both Sexes,Very Bad,"Cork City South Central, Cork City",Number,132
General Health of Population,2022,Both Sexes,Very Bad,"Cork City South West, Cork City",Number,160
General Health of Population,2022,Both Sexes,Very Bad,"Glenties, Donegal",Number,137
General Health of Population,2022,Both Sexes,Very Bad,"Milford, Donegal",Number,49
General Health of Population,2022,Both Sexes,Very Bad,"Carndonagh, Donegal",Number,65
General Health of Population,2022,Both Sexes,Very Bad,"Buncrana, Donegal",Number,84
General Health of Population,2022,Both Sexes,Very Bad,"Donegal, Donegal",Number,87
General Health of Population,2022,Both Sexes,Very Bad,"Letterkenny, Donegal",Number,140
General Health of Population,2022,Both Sexes,Very Bad,"Lifford-Stranorlar, Donegal",Number,138
